sentence_id,source_id,juan_num,juan_label,paragraph_idx,sentence_idx,utterance_id,text_punctuated,text_plain,char_count,has_li,has_qi,li_qi_category,byline,headings
Z003089,卷六#p117#s11,6,卷六,117,11,卷六#p117,"然添一句,又成一重,須自看得,便都理㑹得。",然添一句又成一重須自看得便都理㑹得,17,True,False,li_only,"{""raw"": ""(淳○/㝢同)""}","[{""level"": 2, ""text"": ""性理三""}, {""level"": 3, ""text"": ""仁義禮智等名義""}]"
Z009084,卷十八#p070#s5,18,卷十八,70,5,卷十八#p070,"見人之敏者,太去理會,外事則教之使去父慈子孝處理會曰:""若不務此,而徒欲汎然以觀萬物之理,則吾恐其如大軍之遊騎,出太逺而無所歸。",見人之敏者太去理會外事則教之使去父慈子孝處理會曰若不務此而徒欲汎然以觀萬物之理則吾恐其如大軍之遊騎出太逺而無所歸,56,True,False,li_only,"{""raw"": ""(廣/)""}","[{""level"": 2, ""text"": ""大學五(或問下/)""}, {""level"": 3, ""text"": ""獨其所謂格物致知者一段""}, {""level"": 3, ""text"": ""然則吾子之意亦可得而悉聞一段""}, {""level"": 3, ""text"": ""近世大儒有為格物致知之説一段""}, {""level"": 3, ""text"": ""傳六章""}, {""level"": 3, ""text"": ""傳七章""}, {""level"": 3, ""text"": ""傳九章""}, {""level"": 3, ""text"": ""傳十章""}]"
Z027429,卷五十三#p076#s1,53,卷五十三,76,1,卷五十三#p076,"問體認四端擴充之意,如朋友相親,充之而無間斷,則貧病必相䘏,患難必相死,至於仁民愛物,莫不皆然,則仁之理得矣。",問體認四端擴充之意如朋友相親充之而無間斷則貧病必相䘏患難必相死至於仁民愛物莫不皆然則仁之理得矣,47,True,False,li_only,"{""raw"": ""(賀孫/)""}","[{""level"": 2, ""text"": ""孟子三""}, {""level"": 3, ""text"": ""公孫丑中""}, {""level"": 4, ""text"": ""以力假仁章""}, {""level"": 4, ""text"": ""仁則榮章""}, {""level"": 4, ""text"": ""尊賢使能章""}, {""level"": 4, ""text"": ""人皆有不忍人之心章""}, {""level"": 4, ""text"": ""矢人豈不仁於函人章""}, {""level"": 4, ""text"": ""子路人告以有過則喜章""}, {""level"": 4, ""text"": ""伯夷非其君不事章""}]"
Z029447,卷五十九#p080#s3,59,卷五十九,80,3,卷五十九#p080,"至夜氣之静而猶不足以存,則去禽獸不逺,言人理都喪也。",至夜氣之静而猶不足以存則去禽獸不逺言人理都喪也,23,True,True,both,"{""raw"": ""(大/雅)""}","[{""level"": 2, ""text"": ""孟子九""}, {""level"": 3, ""text"": ""告子上""}, {""level"": 4, ""text"": ""性猶杞栁章""}, {""level"": 4, ""text"": ""性猶湍水章""}, {""level"": 4, ""text"": ""生之謂性章""}, {""level"": 4, ""text"": ""食色性也章""}, {""level"": 4, ""text"": ""性無善無不善章""}, {""level"": 4, ""text"": ""富嵗子弟多賴章""}, {""level"": 4, ""text"": ""牛山之木章""}, {""level"": 4, ""text"": ""魚我所欲章""}, {""level"": 4, ""text"": ""仁人心也章""}, {""level"": 4, ""text"": ""人之於身也章""}, {""level"": 4, ""text"": ""公都子問鈞是人也章""}, {""level"": 4, ""text"": ""有天爵者章""}, {""level"": 4, ""text"": ""欲貴者人之同心章""}, {""level"": 4, ""text"": ""仁之勝不仁也章""}, {""level"": 4, ""text"": ""五榖種之羙者章""}, {""level"": 3, ""text"": ""告子下""}, {""level"": 4, ""text"": ""任人有問屋廬子章""}, {""level"": 4, ""text"": ""曹交問曰章""}, {""level"": 4, ""text"": ""淳于髠曰先名實者章""}, {""level"": 4, ""text"": ""魯欲使慎子為將軍章""}, {""level"": 4, ""text"": ""舜發於畎畝章""}, {""level"": 4, ""text"": ""教亦多術矣章""}]"
Z069633,卷一百三十七#p013#s9,137,卷一百三十七,13,9,卷一百三十七#p013,"今且於自已上作工夫,立得本,本立則條理分明,不待辨。",今且於自已上作工夫立得本本立則條理分明不待辨,22,True,False,li_only,"{""raw"": ""(可/學)""}","[{""level"": 2, ""text"": ""戰國漢唐諸子""}]"
Z002692,卷六#p028#s1,6,卷六,28,1,卷六#p028,"誠,實理也,亦誠慤也。",誠實理也亦誠慤也,8,True,False,li_only,"{""raw"": ""(砥/)""}","[{""level"": 2, ""text"": ""性理三""}, {""level"": 3, ""text"": ""仁義禮智等名義""}]"
Z024331,卷四十四#p105#s2,44,卷四十四,105,2,卷四十四#p105,"此與上智、下愚不移,不相梗否?""曰:""不干那事,若恁地比並理㑹,其間都没理㑹了。",此與上智下愚不移不相梗否曰不干那事若恁地比並理㑹其間都没理㑹了,31,True,False,li_only,"{""raw"": ""(淳/)""}","[{""level"": 2, ""text"": ""論語二十六""}, {""level"": 3, ""text"": ""憲問篇""}, {""level"": 4, ""text"": ""憲問恥章""}, {""level"": 4, ""text"": ""克伐怨欲不行章""}, {""level"": 4, ""text"": ""有徳者必有言章""}, {""level"": 4, ""text"": ""南宫适問於孔子章""}, {""level"": 4, ""text"": ""君子而不仁者章""}, {""level"": 4, ""text"": ""愛之能勿勞乎章""}, {""level"": 4, ""text"": ""為命章""}, {""level"": 4, ""text"": ""或問子産章""}, {""level"": 4, ""text"": ""貧而無怨章""}, {""level"": 4, ""text"": ""子路問成人章""}, {""level"": 4, ""text"": ""子問公叔文子章""}, {""level"": 4, ""text"": ""晉文公譎而不正章""}, {""level"": 4, ""text"": ""子路曰桓公殺公子糾章""}, {""level"": 4, ""text"": ""子貢曰管仲非仁章""}, {""level"": 4, ""text"": ""陳成子弑簡公章""}, {""level"": 4, ""text"": ""子路問事君章""}, {""level"": 4, ""text"": ""君子上達章""}, {""level"": 4, ""text"": ""古之學者為己章""}, {""level"": 4, ""text"": ""蘧伯玉使人於孔子章""}, {""level"": 4, ""text"": ""君子恥其言過其行章""}, {""level"": 4, ""text"": ""子貢方人章""}, {""level"": 4, ""text"": ""不逆詐章""}, {""level"": 4, ""text"": ""微生畝謂孔子章""}, {""level"": 4, ""text"": ""驥不稱其力章""}, {""level"": 4, ""text"": ""以徳報怨章""}, {""level"": 4, ""text"": ""莫我知也夫章""}, {""level"": 4, ""text"": ""公伯寮愬子路章""}, {""level"": 4, ""text"": ""賢者辟世章""}, {""level"": 4, ""text"": ""子路宿於石門章""}, {""level"": 4, ""text"": ""子擊磬於衛章""}, {""level"": 4, ""text"": ""上好禮章""}, {""level"": 4, ""text"": ""子路問君子章""}, {""level"": 4, ""text"": ""原壤夷俟章""}, {""level"": 4, ""text"": ""闕黨童子將命章""}]"
Z058340,卷一百十三#p011#s11,113,卷一百十三,11,11,卷一百十三#p011,"且如做舉業,亦湏苦心理㑹文字,方可以決科讀書。",且如做舉業亦湏苦心理㑹文字方可以決科讀書,20,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十""}, {""level"": 3, ""text"": ""訓門人一""}]"
Z027901,卷五十五#p058#s3,55,卷五十五,58,3,卷五十五#p058,"如一株木,順生向上去,是順理,今一枝乃逆下生来,是逆理也。",如一株木順生向上去是順理今一枝乃逆下生来是逆理也,24,True,False,li_only,,"[{""level"": 2, ""text"": ""孟子五""}, {""level"": 3, ""text"": ""滕文公上""}, {""level"": 4, ""text"": ""滕文公為世子章""}, {""level"": 4, ""text"": ""惡(惡不可謂從善中直下来只/是不䏻善則偏於一邊為惡)""}, {""level"": 4, ""text"": ""滕定公薨章""}, {""level"": 4, ""text"": ""滕文公問為國章""}, {""level"": 4, ""text"": ""有為神農之言章""}, {""level"": 4, ""text"": ""墨者夷之章""}, {""level"": 3, ""text"": ""滕文公下""}, {""level"": 4, ""text"": ""陳代曰不見諸侯章""}, {""level"": 4, ""text"": ""景春曰公孫衍張儀章""}, {""level"": 4, ""text"": ""公孫丑問不見諸侯章""}, {""level"": 4, ""text"": ""公都子問好辯章""}]"
Z060724,卷一百十八#p048#s17,118,卷一百十八,48,17,卷一百十八#p048,"正如入仕之初㸔公案,初㸔時,自是未相諳,較難理㑹,須著些心力,如法攷䆒。",正如入仕之初㸔公案初㸔時自是未相諳較難理㑹須著些心力如法攷䆒,30,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十五""}, {""level"": 3, ""text"": ""訓門人六""}]"
Z034727,卷六十六#p084#s8,66,卷六十六,84,8,卷六十六#p084,"若未得正路脉,先去理㑹這様處,便踈略。",若未得正路脉先去理㑹這様處便踈略,16,True,False,li_only,"{""raw"": ""(僴○文/蔚同)""}","[{""level"": 2, ""text"": ""易二""}, {""level"": 3, ""text"": ""綱領中""}, {""level"": 4, ""text"": ""卜筮""}, {""level"": 4, ""text"": ""象""}]"
Z001145,卷三#p015#s3,3,卷三,15,3,卷三#p015,"""鄭景望遂以薛氏所見爲實理,不知此特虹霓之類耳。",鄭景望遂以薛氏所見爲實理不知此特虹霓之類耳,21,True,False,li_only,"{""raw"": ""(必大/)""}","[{""level"": 2, ""text"": ""鬼神""}]"
Z018340,卷三十三#p062#s2,33,卷三十三,62,2,卷三十三#p062,"蓋仁者之心雖無窮,而仁者之事則有限,自是無可了之理。",蓋仁者之心雖無窮而仁者之事則有限自是無可了之理,23,True,False,li_only,"{""raw"": ""(時/舉)""}","[{""level"": 2, ""text"": ""論語十五""}, {""level"": 3, ""text"": ""雍也篇四""}, {""level"": 4, ""text"": ""齊一變至於魯章""}, {""level"": 4, ""text"": ""觚不觚章""}, {""level"": 4, ""text"": ""井有仁焉章""}, {""level"": 4, ""text"": ""君子博學扵文章""}, {""level"": 4, ""text"": ""子見南子章""}, {""level"": 4, ""text"": ""中庸之為徳章""}, {""level"": 4, ""text"": ""子貢曰如有博施扵民章""}]"
Z058638,卷一百十四#p005#s4,114,卷一百十四,5,4,卷一百十四#p005,"每日閒慢時多,如欲理㑹道理,理㑹不得,便掉過三五日,半月日不當事,鑚不透,便休了。",每日閒慢時多如欲理㑹道理理㑹不得便掉過三五日半月日不當事鑚不透便休了,34,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十一""}, {""level"": 3, ""text"": ""訓門人二""}]"
Z046156,卷八十三#p132#s4,83,卷八十三,132,4,卷八十三#p132,"書中間亦極有難考處,只如《禹貢》說三江及荆、揚間地理,是吾輩親目見者,皆有疑,至北方即無疑。",書中間亦極有難考處只如禹貢說三江及荆揚間地理是吾輩親目見者皆有疑至北方即無疑,38,True,False,li_only,"{""raw"": ""(大/雅)""}","[{""level"": 2, ""text"": ""春秋""}, {""level"": 3, ""text"": ""綱領""}, {""level"": 4, ""text"": ""經(傳附/)""}, {""level"": 3, ""text"": ""有兩處說皆作刑罰字說(義剛○/十二年)""}]"
Z034680,卷六十六#p076#s8,66,卷六十六,76,8,卷六十六#p076,"問:""孔子專以義理說《易》如何?""曰:""自上世傳流至此,象數已分明,不須更說,故孔子只於義理上說,伊川亦從孔子。",問孔子專以義理說易如何曰自上世傳流至此象數已分明不須更說故孔子只於義理上說伊川亦從孔子,43,True,False,li_only,"{""raw"": ""(可/學)""}","[{""level"": 2, ""text"": ""易二""}, {""level"": 3, ""text"": ""綱領中""}, {""level"": 4, ""text"": ""卜筮""}, {""level"": 4, ""text"": ""象""}]"
Z017679,卷三十二#p041#s4,32,卷三十二,41,4,卷三十二#p041,"樂之者,是好之已至,而此理已得之於已。",樂之者是好之已至而此理已得之於已,16,True,False,li_only,"{""raw"": ""(南升/)""}","[{""level"": 2, ""text"": ""論語十四""}, {""level"": 3, ""text"": ""雍也篇三""}, {""level"": 4, ""text"": ""冉求曰非不説子之道章""}, {""level"": 4, ""text"": ""子謂子夏曰章""}, {""level"": 4, ""text"": ""子游為武城宰章""}, {""level"": 4, ""text"": ""孟之反不伐章""}, {""level"": 4, ""text"": ""不有祝鮀之佞章""}, {""level"": 4, ""text"": ""誰能出不由户章""}, {""level"": 4, ""text"": ""質勝文則野章""}, {""level"": 4, ""text"": ""人之生也直章""}, {""level"": 4, ""text"": ""知之者不如好之者章""}, {""level"": 4, ""text"": ""中人以上章""}, {""level"": 4, ""text"": ""樊遲問知章""}, {""level"": 4, ""text"": ""知者樂水章""}]"
Z026706,卷五十二#p142#s7,52,卷五十二,142,7,卷五十二#p142,"告子不得於言,勿求於心,不得扵心,勿求於氣,只是一味勃然,不顧義理。",告子不得於言勿求於心不得扵心勿求於氣只是一味勃然不顧義理,28,True,True,both,"{""raw"": ""(謨/)""}","[{""level"": 2, ""text"": ""孟子二""}, {""level"": 3, ""text"": ""公孫丑上""}, {""level"": 4, ""text"": ""問夫子當路於齊章""}, {""level"": 4, ""text"": ""問夫子加齊之卿相章""}]"
Z045488,卷八十三#p006#s7,83,卷八十三,6,7,卷八十三#p006,"魯桓之弑,天王之不能討,罪惡自著,何待於去秋冬而後見乎?又如貶滕稱子,而滕遂至於終春秋》稱子,豈有此理?今朝廷立法,降官者猶經赦叙復,豈有因滕子之朝桓,遂併其子孫而降爵乎?",魯桓之弑天王之不能討罪惡自著何待於去秋冬而後見乎又如貶滕稱子而滕遂至於終春秋稱子豈有此理今朝廷立法降官者猶經赦叙復豈有因滕子之朝桓遂併其子孫而降爵乎,74,True,False,li_only,"{""raw"": ""(人/傑)""}","[{""level"": 2, ""text"": ""春秋""}, {""level"": 3, ""text"": ""綱領""}, {""level"": 4, ""text"": ""經(傳附/)""}, {""level"": 3, ""text"": ""有兩處說皆作刑罰字說(義剛○/十二年)""}]"
Z009771,卷十九#p075#s3,19,卷十九,75,3,卷十九#p075,"某舊日只恐《集義》中有未曉得義理,費盡心力,看來看去,近日方始都無疑了。",某舊日只恐集義中有未曉得義理費盡心力看來看去近日方始都無疑了,30,True,False,li_only,"{""raw"": ""(賀/孫)""}","[{""level"": 2, ""text"": ""論語一""}, {""level"": 3, ""text"": ""語孟綱領""}]"
Z008965,卷十八#p043#s1,18,卷十八,43,1,卷十八#p043,"問格物窮理,但立誠意以格之。",問格物窮理但立誠意以格之,12,True,False,li_only,"{""raw"": ""(道夫/)""}","[{""level"": 2, ""text"": ""大學五(或問下/)""}, {""level"": 3, ""text"": ""獨其所謂格物致知者一段""}, {""level"": 3, ""text"": ""然則吾子之意亦可得而悉聞一段""}, {""level"": 3, ""text"": ""近世大儒有為格物致知之説一段""}, {""level"": 3, ""text"": ""傳六章""}, {""level"": 3, ""text"": ""傳七章""}, {""level"": 3, ""text"": ""傳九章""}, {""level"": 3, ""text"": ""傳十章""}]"
Z052819,卷九十七#p006#s3,97,卷九十七,6,3,卷九十七#p006,"'然於道理,未有所見,故其説前後相反,沒理㑹。",然於道理未有所見故其説前後相反沒理㑹,18,True,False,li_only,"{""raw"": ""(賀/孫)""}","[{""level"": 2, ""text"": ""程子之書三(此卷係遺書中非入近思與四書/等注者以類而從别為一卷文集)""}]"
Z009231,卷十八#p088#s24,18,卷十八,88,24,卷十八#p088,"大要只是觀得理分明,便勝得他。",大要只是觀得理分明便勝得他,13,True,False,li_only,"{""raw"": ""(明作/)""}","[{""level"": 2, ""text"": ""大學五(或問下/)""}, {""level"": 3, ""text"": ""獨其所謂格物致知者一段""}, {""level"": 3, ""text"": ""然則吾子之意亦可得而悉聞一段""}, {""level"": 3, ""text"": ""近世大儒有為格物致知之説一段""}, {""level"": 3, ""text"": ""傳六章""}, {""level"": 3, ""text"": ""傳七章""}, {""level"": 3, ""text"": ""傳九章""}, {""level"": 3, ""text"": ""傳十章""}]"
Z050441,卷九十四#p041#s1,94,卷九十四,41,1,卷九十四#p041,"太極者,如屋之有極,天之有極,到這裏更没去處,理之極至者也。",太極者如屋之有極天之有極到這裏更没去處理之極至者也,25,True,False,li_only,"{""raw"": ""(謨/)""}","[{""level"": 2, ""text"": ""周子之書""}, {""level"": 3, ""text"": ""太極圖""}, {""level"": 3, ""text"": ""通書""}, {""level"": 4, ""text"": ""誠上""}, {""level"": 4, ""text"": ""誠下""}, {""level"": 4, ""text"": ""誠㡬徳""}, {""level"": 4, ""text"": ""聖""}, {""level"": 4, ""text"": ""慎動""}, {""level"": 4, ""text"": ""師""}, {""level"": 4, ""text"": ""幸""}, {""level"": 4, ""text"": ""思""}, {""level"": 4, ""text"": ""志學""}, {""level"": 4, ""text"": ""動静""}, {""level"": 4, ""text"": ""樂一""}, {""level"": 4, ""text"": ""聖學""}, {""level"": 4, ""text"": ""理性命""}, {""level"": 4, ""text"": ""顔子""}, {""level"": 4, ""text"": ""師友""}, {""level"": 4, ""text"": ""勢""}, {""level"": 4, ""text"": ""文辭""}, {""level"": 4, ""text"": ""聖藴""}, {""level"": 4, ""text"": ""精藴""}, {""level"": 4, ""text"": ""乾損益動""}, {""level"": 4, ""text"": ""䝉艮""}, {""level"": 4, ""text"": ""後録""}, {""level"": 4, ""text"": ""拙賦""}]"
Z046933,卷八十六#p029#s12,86,卷八十六,29,12,卷八十六#p029,用之曰:'人如何測得如此?恐無此理。,用之曰人如何測得如此恐無此理,14,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""禮三""}, {""level"": 4, ""text"": ""周禮""}, {""level"": 4, ""text"": ""總論""}, {""level"": 4, ""text"": ""論近世諸儒說""}, {""level"": 4, ""text"": ""天官""}, {""level"": 4, ""text"": ""地官""}, {""level"": 4, ""text"": ""春官""}, {""level"": 4, ""text"": ""夏官""}, {""level"": 4, ""text"": ""秋官""}, {""level"": 4, ""text"": ""冬官""}]"
Z033163,卷六十四#p055#s2,64,卷六十四,55,2,卷六十四#p055,"人在天地中間,雖只是一理,然天人所為,各自有分,人做得底,却有天做不得底。",人在天地中間雖只是一理然天人所為各自有分人做得底却有天做不得底,31,True,False,li_only,"{""raw"": ""(閎/祖)""}","[{""level"": 2, ""text"": ""中庸三""}, {""level"": 3, ""text"": ""第二十章""}, {""level"": 3, ""text"": ""第二十一章""}, {""level"": 3, ""text"": ""第二十二章""}, {""level"": 3, ""text"": ""第二十三章""}, {""level"": 3, ""text"": ""第二十四章""}, {""level"": 3, ""text"": ""第二十五章""}, {""level"": 3, ""text"": ""第二十六章""}, {""level"": 3, ""text"": ""第二十七章""}, {""level"": 3, ""text"": ""第二十八章""}, {""level"": 3, ""text"": ""第二十九章""}, {""level"": 3, ""text"": ""第三十章""}, {""level"": 3, ""text"": ""第三十一章""}, {""level"": 3, ""text"": ""第三十二章""}, {""level"": 3, ""text"": ""第三十三章""}]"
Z003917,卷十#p003#s2,10,卷十,3,2,卷十#p003,"自家身上道理都具,不曾外面添得來。",自家身上道理都具不曾外面添得來,15,True,False,li_only,"{""raw"": ""(佐/)""}","[{""level"": 2, ""text"": ""學四""}, {""level"": 3, ""text"": ""讀書法上""}]"
Z061602,卷一百二十#p025#s1,120,卷一百二十,25,1,卷一百二十#p025,"語敬之曰:""這道理也只是如此看,湏是自家自奮迅做去,始得看。",語敬之曰這道理也只是如此看湏是自家自奮迅做去始得看,25,True,False,li_only,"{""raw"": ""(賀孫/)""}","[{""level"": 2, ""text"": ""朱子十七""}, {""level"": 3, ""text"": ""訓門人八(雜訓諸門人/者為此卷)""}]"
Z013388,卷二十五#p020#s2,25,卷二十五,20,2,卷二十五#p020,"若曰""義者,天下之正理也得。",若曰義者天下之正理也得,11,True,False,li_only,"{""raw"": ""(義剛/)""}","[{""level"": 2, ""text"": ""論語七""}, {""level"": 3, ""text"": ""八佾篇""}, {""level"": 4, ""text"": ""孔子謂季氏章""}, {""level"": 4, ""text"": ""三家者以雍徹章""}, {""level"": 4, ""text"": ""人而不仁如禮何章""}, {""level"": 4, ""text"": ""林放問禮之本章""}, {""level"": 4, ""text"": ""夷狄之有君章""}, {""level"": 4, ""text"": ""季氏旅於泰山章""}, {""level"": 4, ""text"": ""君子無所争章""}, {""level"": 4, ""text"": ""巧笑倩兮章""}, {""level"": 4, ""text"": ""夏禮吾能言之章""}, {""level"": 4, ""text"": ""禘自既灌而往者二章""}, {""level"": 4, ""text"": ""祭如在章""}, {""level"": 4, ""text"": ""與其媚於奥章""}, {""level"": 4, ""text"": ""周監於二代章""}, {""level"": 4, ""text"": ""子入太廟章""}, {""level"": 4, ""text"": ""射不主皮章""}, {""level"": 4, ""text"": ""子貢欲去告朔之餼羊章""}, {""level"": 4, ""text"": ""事君盡禮章""}, {""level"": 4, ""text"": ""君使臣以禮章""}, {""level"": 4, ""text"": ""關雎樂而不淫章""}, {""level"": 4, ""text"": ""哀公問宰我章""}, {""level"": 4, ""text"": ""管仲之器小哉章""}, {""level"": 4, ""text"": ""子語魯太師樂章""}, {""level"": 4, ""text"": ""儀封人請見章""}, {""level"": 4, ""text"": ""子謂韶盡美矣章""}, {""level"": 4, ""text"": ""居上不寛章""}]"
