sentence_id,source_id,juan_num,juan_label,paragraph_idx,sentence_idx,utterance_id,text_punctuated,text_plain,char_count,has_li,has_qi,li_qi_category,byline,headings
Z013624,卷二十五#p067#s3,25,卷二十五,67,3,卷二十五#p067,"盖人推至始祖則已極矣,今又推始祖所自出之帝而祀焉,則其理可謂窮深極逺矣。",盖人推至始祖則已極矣今又推始祖所自出之帝而祀焉則其理可謂窮深極逺矣,33,True,False,li_only,"{""raw"": ""(廣/)""}","[{""level"": 2, ""text"": ""論語七""}, {""level"": 3, ""text"": ""八佾篇""}, {""level"": 4, ""text"": ""孔子謂季氏章""}, {""level"": 4, ""text"": ""三家者以雍徹章""}, {""level"": 4, ""text"": ""人而不仁如禮何章""}, {""level"": 4, ""text"": ""林放問禮之本章""}, {""level"": 4, ""text"": ""夷狄之有君章""}, {""level"": 4, ""text"": ""季氏旅於泰山章""}, {""level"": 4, ""text"": ""君子無所争章""}, {""level"": 4, ""text"": ""巧笑倩兮章""}, {""level"": 4, ""text"": ""夏禮吾能言之章""}, {""level"": 4, ""text"": ""禘自既灌而往者二章""}, {""level"": 4, ""text"": ""祭如在章""}, {""level"": 4, ""text"": ""與其媚於奥章""}, {""level"": 4, ""text"": ""周監於二代章""}, {""level"": 4, ""text"": ""子入太廟章""}, {""level"": 4, ""text"": ""射不主皮章""}, {""level"": 4, ""text"": ""子貢欲去告朔之餼羊章""}, {""level"": 4, ""text"": ""事君盡禮章""}, {""level"": 4, ""text"": ""君使臣以禮章""}, {""level"": 4, ""text"": ""關雎樂而不淫章""}, {""level"": 4, ""text"": ""哀公問宰我章""}, {""level"": 4, ""text"": ""管仲之器小哉章""}, {""level"": 4, ""text"": ""子語魯太師樂章""}, {""level"": 4, ""text"": ""儀封人請見章""}, {""level"": 4, ""text"": ""子謂韶盡美矣章""}, {""level"": 4, ""text"": ""居上不寛章""}]"
Z022800,卷四十一#p067#s2,41,卷四十一,67,2,卷四十一#p067,"""因言:""工夫也只恁地做將去,也别無道理拘廹得他。",因言工夫也只恁地做將去也别無道理拘廹得他,20,True,False,li_only,"{""raw"": ""(時舉/)""}","[{""level"": 2, ""text"": ""論語二十三""}, {""level"": 3, ""text"": ""顔淵篇上""}, {""level"": 4, ""text"": ""顔淵問仁章""}]"
Z022283,卷四十#p045#s7,40,卷四十,45,7,卷四十#p045,"""或問:""程子云:'子路只縁曉不得為國以禮底道理。",或問程子云子路只縁曉不得為國以禮底道理,19,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""論語二十二""}, {""level"": 3, ""text"": ""先進篇下""}, {""level"": 4, ""text"": ""季子然問仲由冉求章""}, {""level"": 4, ""text"": ""子路使子羔為費宰章""}, {""level"": 4, ""text"": ""子路曾晳冉有公西華侍坐章""}]"
Z053874,卷九十八#p096#s13,98,卷九十八,96,13,卷九十八#p096,"且乾稱/父,坤稱母,雖以乾坤爲父母,然自家父母,自有箇(親)(踈,這是理一而分殊,等而下之,以至爲大君爲宗子,/爲大臣家相。",且乾稱父坤稱母雖以乾坤爲父母然自家父母自有箇親踈這是理一而分殊等而下之以至爲大君爲宗子爲大臣家相,48,True,False,li_only,,"[{""level"": 2, ""text"": ""張子書之一(凡入近思/者為此卷)""}]"
Z063015,卷一百二十二#p033#s5,122,卷一百二十二,33,5,卷一百二十二#p033,"某嘗荅之云洪範》五事,貎曰僵,言曰啞,視曰盲,聼曰聾,思曰塞,方得還有此理否?渠至死不曉,不知人如何如此不通用之云。",某嘗荅之云洪範五事貎曰僵言曰啞視曰盲聼曰聾思曰塞方得還有此理否渠至死不曉不知人如何如此不通用之云,48,True,False,li_only,"{""raw"": ""(僴○以/下子約)""}","[{""level"": 3, ""text"": ""吕伯恭""}]"
Z046075,卷八十三#p118#s3,83,卷八十三,118,3,卷八十三#p118,"盖自平王以來,便恁地無理㑹了。",盖自平王以來便恁地無理㑹了,13,True,False,li_only,"{""raw"": ""(○附/此)""}","[{""level"": 2, ""text"": ""春秋""}, {""level"": 3, ""text"": ""綱領""}, {""level"": 4, ""text"": ""經(傳附/)""}, {""level"": 3, ""text"": ""有兩處說皆作刑罰字說(義剛○/十二年)""}]"
Z006774,卷十五#p065#s1,15,卷十五,65,1,卷十五#p065,"上而無極太極,下而至於一草一木、一昆蟲之微,亦各有理。",上而無極太極下而至於一草一木一昆蟲之微亦各有理,23,True,False,li_only,"{""raw"": ""(道夫/)""}","[{""level"": 2, ""text"": ""大學二""}, {""level"": 3, ""text"": ""經下""}]"
Z003446,卷八#p055#s1,8,卷八,55,1,卷八#p055,"且理㑹去,未須計其得。",且理㑹去未須計其得,9,True,False,li_only,"{""raw"": ""(徳/明)""}","[{""level"": 2, ""text"": ""學二""}, {""level"": 3, ""text"": ""總論為學之方""}]"
Z050904,卷九十四#p144#s3,94,卷九十四,144,3,卷九十四#p144,"周子一書,都是説這道理。",周子一書都是説這道理,10,True,False,li_only,"{""raw"": ""(賀/孫)""}","[{""level"": 2, ""text"": ""周子之書""}, {""level"": 3, ""text"": ""太極圖""}, {""level"": 3, ""text"": ""通書""}, {""level"": 4, ""text"": ""誠上""}, {""level"": 4, ""text"": ""誠下""}, {""level"": 4, ""text"": ""誠㡬徳""}, {""level"": 4, ""text"": ""聖""}, {""level"": 4, ""text"": ""慎動""}, {""level"": 4, ""text"": ""師""}, {""level"": 4, ""text"": ""幸""}, {""level"": 4, ""text"": ""思""}, {""level"": 4, ""text"": ""志學""}, {""level"": 4, ""text"": ""動静""}, {""level"": 4, ""text"": ""樂一""}, {""level"": 4, ""text"": ""聖學""}, {""level"": 4, ""text"": ""理性命""}, {""level"": 4, ""text"": ""顔子""}, {""level"": 4, ""text"": ""師友""}, {""level"": 4, ""text"": ""勢""}, {""level"": 4, ""text"": ""文辭""}, {""level"": 4, ""text"": ""聖藴""}, {""level"": 4, ""text"": ""精藴""}, {""level"": 4, ""text"": ""乾損益動""}, {""level"": 4, ""text"": ""䝉艮""}, {""level"": 4, ""text"": ""後録""}, {""level"": 4, ""text"": ""拙賦""}]"
Z040905,卷七十五#p055#s2,75,卷七十五,55,2,卷七十五#p055,"當其寂然時,理固在此,必感而後發。",當其寂然時理固在此必感而後發,14,True,False,li_only,"{""raw"": ""(可/學)""}","[{""level"": 2, ""text"": ""易十一""}, {""level"": 3, ""text"": ""上繫下""}, {""level"": 4, ""text"": ""右第八章""}, {""level"": 4, ""text"": ""右第九章""}, {""level"": 4, ""text"": ""右第十章""}, {""level"": 3, ""text"": ""每卦變八卦為六十四卦(端䝉/)""}, {""level"": 4, ""text"": ""右第十一章""}, {""level"": 4, ""text"": ""右第十二章""}]"
Z058213,卷一百十二#p041#s2,112,卷一百十二,41,2,卷一百十二#p041,"""先生曰:""與他研窮道理,分别是非曲直,自然訟少。",先生曰與他研窮道理分别是非曲直自然訟少,19,True,False,li_only,"{""raw"": ""(盖卿/)""}","[{""level"": 2, ""text"": ""朱子九""}, {""level"": 3, ""text"": ""論官""}]"
Z024550,卷四十五#p019#s3,45,卷四十五,19,3,卷四十五#p019,"須知道求生害仁時,雖以無道得生,却是抉破了我箇心中之全理。",須知道求生害仁時雖以無道得生却是抉破了我箇心中之全理,26,True,False,li_only,"{""raw"": ""(時舉/)""}","[{""level"": 2, ""text"": ""論語二十七""}, {""level"": 3, ""text"": ""衞靈公篇""}, {""level"": 4, ""text"": ""衞靈公問陳章""}, {""level"": 4, ""text"": ""子曰賜也章""}, {""level"": 4, ""text"": ""子張問行章""}, {""level"": 4, ""text"": ""直哉史魚章""}, {""level"": 4, ""text"": ""志士仁人章""}, {""level"": 4, ""text"": ""子貢問為仁章""}, {""level"": 4, ""text"": ""顔淵問為邦章""}, {""level"": 4, ""text"": ""子曰已矣乎章""}, {""level"": 4, ""text"": ""躬自厚章""}, {""level"": 4, ""text"": ""不曰如之何章""}, {""level"": 4, ""text"": ""君子義以為質章""}, {""level"": 4, ""text"": ""君子矜而不争章""}, {""level"": 4, ""text"": ""子貢問有一言可以終身行之章""}, {""level"": 4, ""text"": ""吾之於人也章""}, {""level"": 4, ""text"": ""巧言亂德章""}, {""level"": 4, ""text"": ""人能𢎞道章""}, {""level"": 4, ""text"": ""吾嘗終日不食章""}, {""level"": 4, ""text"": ""君子謀道不謀食章""}, {""level"": 4, ""text"": ""知及之章""}, {""level"": 4, ""text"": ""君子不可小知章""}, {""level"": 4, ""text"": ""當仁不讓於師章""}, {""level"": 4, ""text"": ""君子貞而不諒章""}, {""level"": 4, ""text"": ""辭達而已矣章""}]"
Z050039,卷九十三#p048#s1,93,卷九十三,48,1,卷九十三#p048,"周子㸔得這理熟,縱横妙用,只是這數箇字,都括盡了。",周子㸔得這理熟縱横妙用只是這數箇字都括盡了,21,True,False,li_only,"{""raw"": ""(砥/)""}","[{""level"": 2, ""text"": ""孔孟周程""}]"
Z014105,卷二十六#p010#s2,26,卷二十六,10,2,卷二十六#p010,"知者,知有是非,而取於義理,以求其是而去其非,所謂知也。",知者知有是非而取於義理以求其是而去其非所謂知也,23,True,False,li_only,"{""raw"": ""(升卿/)""}","[{""level"": 2, ""text"": ""論語八""}, {""level"": 3, ""text"": ""里仁篇上""}, {""level"": 4, ""text"": ""里仁為美章""}, {""level"": 4, ""text"": ""不仁者不可以久處約章""}, {""level"": 4, ""text"": ""惟仁者能好人能惡人章""}, {""level"": 4, ""text"": ""苟志於仁章""}, {""level"": 4, ""text"": ""冨與貴章""}, {""level"": 4, ""text"": ""我未見好仁者章""}, {""level"": 4, ""text"": ""人之過也章""}, {""level"": 4, ""text"": ""朝聞道章""}, {""level"": 4, ""text"": ""士志於道章""}, {""level"": 4, ""text"": ""君子之於天下也章""}, {""level"": 4, ""text"": ""君子懐徳章""}, {""level"": 4, ""text"": ""放於利而行章""}, {""level"": 4, ""text"": ""能以禮讓為國章""}, {""level"": 4, ""text"": ""不患無位章""}]"
Z029030,卷五十九#p014#s6,59,卷五十九,14,6,卷五十九#p014,"須是子細與㸔梳理,教有條理。",須是子細與㸔梳理教有條理,12,True,False,li_only,"{""raw"": ""(義/剛)""}","[{""level"": 2, ""text"": ""孟子九""}, {""level"": 3, ""text"": ""告子上""}, {""level"": 4, ""text"": ""性猶杞栁章""}, {""level"": 4, ""text"": ""性猶湍水章""}, {""level"": 4, ""text"": ""生之謂性章""}, {""level"": 4, ""text"": ""食色性也章""}, {""level"": 4, ""text"": ""性無善無不善章""}, {""level"": 4, ""text"": ""富嵗子弟多賴章""}, {""level"": 4, ""text"": ""牛山之木章""}, {""level"": 4, ""text"": ""魚我所欲章""}, {""level"": 4, ""text"": ""仁人心也章""}, {""level"": 4, ""text"": ""人之於身也章""}, {""level"": 4, ""text"": ""公都子問鈞是人也章""}, {""level"": 4, ""text"": ""有天爵者章""}, {""level"": 4, ""text"": ""欲貴者人之同心章""}, {""level"": 4, ""text"": ""仁之勝不仁也章""}, {""level"": 4, ""text"": ""五榖種之羙者章""}, {""level"": 3, ""text"": ""告子下""}, {""level"": 4, ""text"": ""任人有問屋廬子章""}, {""level"": 4, ""text"": ""曹交問曰章""}, {""level"": 4, ""text"": ""淳于髠曰先名實者章""}, {""level"": 4, ""text"": ""魯欲使慎子為將軍章""}, {""level"": 4, ""text"": ""舜發於畎畝章""}, {""level"": 4, ""text"": ""教亦多術矣章""}]"
Z060388,卷一百十八#p006#s1,118,卷一百十八,6,1,卷一百十八#p006,"公㸔文字仔細,却是急性太忙迫都亂了,又是硬鑽鑿求道理,不能平心易氣㸔且用認得定用玩味寛㸔。",公㸔文字仔細却是急性太忙迫都亂了又是硬鑽鑿求道理不能平心易氣㸔且用認得定用玩味寛㸔,41,True,True,both,,"[{""level"": 2, ""text"": ""朱子十五""}, {""level"": 3, ""text"": ""訓門人六""}]"
Z014857,卷二十七#p044#s4,27,卷二十七,44,4,卷二十七#p044,"""盖言吾之多識,不過一理爾。",盖言吾之多識不過一理爾,11,True,False,li_only,,"[{""level"": 2, ""text"": ""論語九""}, {""level"": 3, ""text"": ""里仁篇下""}, {""level"": 4, ""text"": ""子曰參乎章""}, {""level"": 4, ""text"": ""君子喻於義章""}, {""level"": 4, ""text"": ""見賢思齊焉章""}, {""level"": 4, ""text"": ""事父母幾諫章""}, {""level"": 4, ""text"": ""父母在章""}, {""level"": 4, ""text"": ""父母之年章""}, {""level"": 3, ""text"": ""古者言之不出章""}, {""level"": 4, ""text"": ""以約失之章""}, {""level"": 4, ""text"": ""君子欲訥於言章""}, {""level"": 4, ""text"": ""徳不孤章""}, {""level"": 4, ""text"": ""事君數章""}]"
Z051615,卷九十五#p040#s3,95,卷九十五,40,3,卷九十五#p040,"""泳又問:""舊來因此以水喻性,遂謂天道純然一理,便是那水本來清。",泳又問舊來因此以水喻性遂謂天道純然一理便是那水本來清,26,True,False,li_only,"{""raw"": ""(胡/泳)""}","[{""level"": 2, ""text"": ""程子之書一(凡入近思録者皆/依次第類為此卷)""}]"
Z041717,卷七十六#p103#s11,76,卷七十六,103,11,卷七十六#p103,"若人不循理,以私意行乎其間,其過乎剛者,雖知險之不可乘,却硬要乘,則陷於險矣;雖知阻之不可越,却硬要越,則困於阻矣。",若人不循理以私意行乎其間其過乎剛者雖知險之不可乘却硬要乘則陷於險矣雖知阻之不可越却硬要越則困於阻矣,49,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""周易十二""}, {""level"": 3, ""text"": ""下繫""}, {""level"": 4, ""text"": ""右第一章""}, {""level"": 4, ""text"": ""右第二章""}, {""level"": 4, ""text"": ""右第三章""}, {""level"": 4, ""text"": ""右第四章""}, {""level"": 4, ""text"": ""右第五章""}, {""level"": 4, ""text"": ""右第六章""}, {""level"": 4, ""text"": ""右第七章""}, {""level"": 4, ""text"": ""右第八章""}, {""level"": 4, ""text"": ""右第九章""}, {""level"": 4, ""text"": ""右第十章""}, {""level"": 4, ""text"": ""右第十一章""}, {""level"": 4, ""text"": ""右第十二章""}]"
Z002413,卷五#p063#s1,5,卷五,63,1,卷五#p063,"或問靜是性,動是情曰:""大抵都主於心,性字從心從生,情字從心從青,性是有此理。",或問靜是性動是情曰大抵都主於心性字從心從生情字從心從青性是有此理,32,True,False,li_only,"{""raw"": ""(賀/孫)""}","[{""level"": 2, ""text"": ""性理二""}, {""level"": 3, ""text"": ""性情心意等名義""}]"
Z041170,卷七十五#p106#s2,75,卷七十五,106,2,卷七十五#p106,"道是道理,事事物物,皆有箇道理;器是形迹,事事物物,亦皆有箇形迹。",道是道理事事物物皆有箇道理器是形迹事事物物亦皆有箇形迹,27,True,False,li_only,"{""raw"": ""(賀/孫)""}","[{""level"": 2, ""text"": ""易十一""}, {""level"": 3, ""text"": ""上繫下""}, {""level"": 4, ""text"": ""右第八章""}, {""level"": 4, ""text"": ""右第九章""}, {""level"": 4, ""text"": ""右第十章""}, {""level"": 3, ""text"": ""每卦變八卦為六十四卦(端䝉/)""}, {""level"": 4, ""text"": ""右第十一章""}, {""level"": 4, ""text"": ""右第十二章""}]"
Z038568,卷七十二#p018#s17,72,卷七十二,18,17,卷七十二#p018,"夫子因往來兩字,説得許多大,又推以言學,所以内外交相養,亦只是此理而已。",夫子因往來兩字説得許多大又推以言學所以内外交相養亦只是此理而已,31,True,False,li_only,"{""raw"": ""(謨/)""}","[{""level"": 2, ""text"": ""易八""}, {""level"": 4, ""text"": ""咸""}, {""level"": 4, ""text"": ""恒""}, {""level"": 4, ""text"": ""遯""}, {""level"": 4, ""text"": ""大壯""}, {""level"": 4, ""text"": ""晉""}, {""level"": 4, ""text"": ""明夷""}, {""level"": 4, ""text"": ""家人""}, {""level"": 4, ""text"": ""睽""}, {""level"": 4, ""text"": ""蹇""}, {""level"": 4, ""text"": ""解""}, {""level"": 4, ""text"": ""損""}, {""level"": 4, ""text"": ""益""}, {""level"": 4, ""text"": ""夬""}, {""level"": 4, ""text"": ""姤""}, {""level"": 4, ""text"": ""萃""}, {""level"": 4, ""text"": ""升""}]"
